"","ch_edaphic_eivdescombes_pixel_d","ch_edaphic_eivdescombes_pixel_f","ch_edaphic_eivdescombes_pixel_h","ch_edaphic_eivdescombes_pixel_k","ch_edaphic_eivdescombes_pixel_l","ch_edaphic_eivdescombes_pixel_n","ch_edaphic_eivdescombes_pixel_r","ch_edaphic_eivdescombes_pixel_w","meanEVI_annualmax_2017_2021","meanEVI_annualmean_2017_2021","meanEVI_annualmedian_2017_2021","meanEVI_annualmin_2017_2021","meanEVI_annualrange_2017_2021","meanEVI_annualstd_2017_2021","meanGCI_annualmax_2017_2021","meanGCI_annualmean_2017_2021","meanGCI_annualmedian_2017_2021","meanGCI_annualmin_2017_2021","meanGCI_annualrange_2017_2021","meanGCI_annualstd_2017_2021","gdd0Y_8110_LV95","gdd3Y_8110_LV95","gdd5Y_8110_LV95","AI_8110_LV95","bio1_t_8110_LV95","bio2_tdr_8110_LV95","bio3_tiso_8110_LV95","bio4_ts_8110_LV95","bio5_tmaxw_8110_LV95","bio6_tminc_8110_LV95","bio7_tar_8110_LV95","bio8_twetq_8110_LV95","bio9_tdryq_8110_LV95","bio10_twarmq_8110_LV95","bio11_tcoldq_8110_LV95","bio12_p_8110_LV95","bio13_pwet_8110_LV95","bio14_pdry_8110_LV95","bio15_ps_8110_LV95","bio16_pwetq_8110_LV95","bio17_pdryq_8110_LV95","bio18_pwarmq_8110_LV95","bio19_pcoldq_8110_LV95","etpY_8110_LV95","east_mean","eastSlope_mean","mnt_mean","north_mean","northSlope_mean","roughness_mean","slope_mean","TPI_mean","TRI_mean","CanopyVaud2m_max","CanopyVaud2m_mean","CanopyVaud2m_median","CanopyVaud2m_min","CanopyVaud2m_sd","ForetBuissannante_prop","ForetClairsemee_prop","ForetDense_prop","Glacier_prop","RocheMeubler_prop","Rocks_Min80Per_prop","ZHumide_prop","sradY","SCD15_final","SCD40_final"
"40",2.46860265731812,2.96347856521606,3.35005068778992,3.05146217346191,3.77596044540405,2.46806955337524,6.09857320785522,1.62742125988007,20104000,6615000,9975000,-39715000,59520000,14427500,44587500,13665000,9532500,-7775000,52362500,16515000,1566.09997558594,953.900024414062,638.200012207031,15,2.79999995231628,7.09999990463257,31.8999996185303,563.799987792969,15.1999998092651,-7.19999980926514,22.3999996185303,9.89999961853027,-1.70000004768372,9.89999961853027,-3.5,2022.09997558594,204.300003051758,136.199996948242,14,603.700012207031,435.799987792969,603.700012207031,498,313.700012207031,0.526482760906219,0.171334624290466,1993.51501464844,-0.843721568584442,-0.272600740194321,1.01113557815552,18.8910808563232,-0.0312538146972656,0.27806431055069,0.2164306640625,0.075286865234375,0.0423583984375,0,0.102219894528389,0,0,0,0,0,0,0,80698.1328125,138,135
"41",2.43723678588867,3.00822329521179,3.36400532722473,3.00169968605042,3.82346105575562,2.37492847442627,6.10499954223633,1.69331574440002,69663999,10702500,10925000,-69565000,150920000,31920000,65780000,19377500,6390000,-8080000,73860000,27250000,1527.59997558594,924.200012207031,614.700012207031,14,2.59999990463257,7,31.7000007629395,562,14.8999996185303,-7.30000019073486,22.2999992370605,9.69999980926514,-1.89999997615814,9.69999980926514,-3.59999990463257,2027.5,204.699996948242,136.399993896484,14,605.200012207031,436.899993896484,605.200012207031,499.799987792969,299.100006103516,0.513742744922638,0.110127836465836,2023.61181640625,-0.851603388786316,-0.181981101632118,0.5841064453125,12.3496246337891,-0.0338668823242188,0.163872614502907,0.10693359375,0.03692626953125,0.0203857421875,0,0.0504741184413433,0,0,0,0,0,0.0199999995529652,0,79043.6640625,154,154
"42",2.65872263908386,3.04379487037659,3.29875040054321,2.91272974014282,3.92695498466492,2.33675956726074,5.99971008300781,1.59319198131561,228028008,9647500,11865000,-22752500,71782496,16497500,52427500,15722500,8492500,-6045000,58472500,21245000,1484.59997558594,891.200012207031,588.400024414062,12,2.5,7,31.5,560.099975585938,14.6999998092651,-7.5,22.2000007629395,9.5,-2.09999990463257,9.5,-3.79999995231628,2019.59997558594,203.699996948242,135.699996948242,13.8999996185303,602,435.700012207031,602,498.700012207031,264.5,0.962444841861725,0.345252096652985,2074.34594726562,0.224062085151672,0.0821007341146469,0.952799499034882,21.0476627349854,0.045440673828125,0.308119028806686,0,0,0,0,0,0,0,0,0,0,0.560000002384186,0,72700.7421875,153,153
"43",2.61522841453552,2.94761991500854,3.39554071426392,2.97039270401001,3.87534141540527,2.3348982334137,5.86041307449341,1.58826851844788,41570000,7812500,8772500,-24352500,70935000,14890000,27052500,6870000,2642500,-6472500,33525000,10672500,1442.5,859.200012207031,563.299987792969,12,2.29999995231628,6.90000009536743,31.3999996185303,558.400024414062,14.3999996185303,-7.59999990463257,22,9.30000019073486,-2.29999995231628,9.30000019073486,-4,1993.5,201.199996948242,134.300003051758,13.8999996185303,594.200012207031,430.299987792969,594.200012207031,491.5,281.899993896484,0.971138477325439,0.167338997125626,2145.94360351562,-0.237476468086243,-0.0409197956323624,0.42333984375,9.9223461151123,-2.288818359375e-05,0.132036000490189,0,0,0,0,0,0,0,0,0,0,1,0,81678.4921875,143,143
"44",2.52763056755066,3.12870144844055,3.33761096000671,2.8886137008667,3.91724991798401,2.38135576248169,6.07231998443604,1.6805419921875,96885996,8925000,9100000,-13535000,46912500,11472500,45242500,10875000,4625000,-5310000,50555000,17197500,1484.09997558594,890.599975585938,587.900024414062,12,2.5,6.90000009536743,31.3999996185303,559.599975585938,14.6000003814697,-7.5,22.1000003814697,9.5,-2.09999990463257,9.5,-3.79999995231628,1941,195.800003051758,131.100006103516,13.8000001907349,577.799987792969,419.899993896484,577.799987792969,478.200012207031,239.300003051758,0.828703582286835,0.230524927377701,2120.0673828125,0.559678435325623,0.155688777565956,0.797173380851746,16.1513423919678,1.52587890625e-05,0.219245061278343,0,0,0,0,0,0,0,0,0,0,0,0,79025.0859375,156,156
"45",2.82010817527771,3.03651738166809,3.2248649597168,2.88730144500732,3.94929313659668,2.26514959335327,5.96382188796997,1.54815936088562,20374000,7235000,5675000,-2222500,23037500,6830000,42195000,9150000,-50000,-5335000,47530000,16397500,1447.90002441406,863.099975585938,566.299987792969,10,2.29999995231628,6.80000019073486,31.2999992370605,557.900024414062,14.3999996185303,-7.59999990463257,22,9.30000019073486,-2.29999995231628,9.30000019073486,-3.90000009536743,1914.30004882812,193.300003051758,129.699996948242,13.6999998092651,569.900024414062,414.299987792969,569.900024414062,470.5,202.100006103516,0.435955762863159,0.213149562478065,2193.90576171875,0.899964988231659,0.440015584230423,1.38910591602325,29.2699699401855,0.00017547607421875,0.431515157222748,0.12841796875,0.0499267578125,0.03564453125,0,0.062189444899559,0,0,0,0,0,0.990000009536743,0,56383.5,157,158
"46",2.39310503005981,3.11016869544983,3.40349507331848,2.95074248313904,3.85475397109985,2.44611477851868,5.99188137054443,1.73108959197998,68260000,10725000,10870000,-1620000,30450000,8040000,54400000,14022500,7530000,-7350000,61750000,20812500,1465.09997558594,876.400024414062,576.900024414062,12,2.40000009536743,6.90000009536743,31.3999996185303,559.299987792969,14.5,-7.5,22.1000003814697,9.39999961853027,-2.20000004768372,9.39999961853027,-3.90000009536743,2056.5,207.399993896484,137.699996948242,14,613.700012207031,442.799987792969,613.700012207031,508.399993896484,266.899993896484,-0.855041205883026,-0.139982029795647,2036.72998046875,0.518316030502319,0.084783062338829,0.533759236335754,9.42068672180176,-0.0042724609375,0.161146372556686,0.0731201171875,0.018280029296875,0,0,0.03656005859375,0,0,0,0,0,0,0,74369.7421875,162,154
"47",2.49578452110291,3.07840490341187,3.34841203689575,2.94563150405884,3.888751745224,2.41606259346008,6.15657949447632,1.70042014122009,22626001,-2077500,2362500,-142667504,165887504,35587500,30800000,1800000,-1907500,-7232500,38030000,10385000,1440.69995117188,857.900024414062,562.5,11,2.20000004768372,6.90000009536743,31.3999996185303,558.400024414062,14.3999996185303,-7.59999990463257,22,9.19999980926514,-2.29999995231628,9.19999980926514,-4,2076.10009765625,209.300003051758,138.899993896484,14,619.799987792969,446.700012207031,619.799987792969,513.599975585938,255,-0.644301116466522,-0.055730015039444,2046.82678222656,0.719519436359406,0.0721421539783478,0.23555500805378,5.40337705612183,0.0223770141601562,0.0678473562002182,0,0,0,0,0,0,0,0,0,0,0.25,0,72911.8203125,165,165
"48",2.49578452110291,3.07840490341187,3.34841203689575,2.94563150405884,3.888751745224,2.41606259346008,6.15657949447632,1.70042014122009,22626001,-2077500,2362500,-142667504,165887504,35587500,30800000,1800000,-1907500,-7232500,38030000,10385000,1440.69995117188,857.900024414062,562.5,11,2.20000004768372,6.90000009536743,31.3999996185303,558.400024414062,14.3999996185303,-7.59999990463257,22,9.19999980926514,-2.29999995231628,9.19999980926514,-4,2076.10009765625,209.300003051758,138.899993896484,14,619.799987792969,446.700012207031,619.799987792969,513.599975585938,255,0.422088474035263,0.0814583003520966,2044.96997070312,0.902349710464478,0.173954427242279,0.502644836902618,11.1173362731934,-0.0125312805175781,0.147259175777435,0.096435546875,0.02410888671875,0,0,0.0482177734375,0,0,0,0,0,0.25,0,67077.9296875,165,165
"49",3.02814292907715,2.67836475372314,2.86142659187317,3.3115930557251,3.79446053504944,2.46766066551208,6.67420148849487,1.6193813085556,25918000,9052500,10270000,-25797500,51427500,11930000,79967504,25340000,21925000,-7250000,87217504,29330000,1889.59997558594,1209,845.299987792969,18,4.09999990463257,7.59999990463257,33.0999984741211,574.299987792969,16.8999996185303,-6.19999980926514,23.2000007629395,11.3000001907349,-0.300000011920929,11.3000001907349,-2.40000009536743,1891.5,192.100006103516,129.5,13.8999996185303,565.400024414062,409,565.400024414062,460.600006103516,351.5,0.787901997566223,0.29467910528183,1832.48254394531,-0.613600194454193,-0.231915980577469,1.2066650390625,22.0737266540527,0.0450057983398438,0.319442749023438,0.562255859375,0.477935791015625,0.46502685546875,0.393310546875,0.0839684829115868,0,0,0,0,0.0199999995529652,0,0,78933.03125,126,124
"50",2.43395209312439,3.11030340194702,3.40719151496887,2.84214234352112,3.86419773101807,2.38076376914978,6.03799438476562,1.69296932220459,20656001,5270000,5052500,-61055000,81560000,17840000,54287500,13082500,-1087500,-5057500,59345000,21687500,1395,823.200012207031,535.200012207031,10,2.09999990463257,6.80000019073486,31,557.799987792969,14.1999998092651,-7.80000019073486,22,9.10000038146973,-2.5,9.10000038146973,-4.19999980926514,2127.60009765625,213.600006103516,140.5,14,632.900024414062,458.200012207031,632.900024414062,531.900024414062,224.199996948242,0.548515200614929,0.0103664919734001,2090.34619140625,0.835957765579224,0.0157976504415274,0.162733286619186,1.08284676074982,7.62939453125e-05,0.0546739362180233,0.081298828125,0.0452880859375,0.0499267578125,0,0.037252850830555,0,0,0,0,0,0,0,65130.66015625,147,147
"52",2.34755539894104,3.13735699653625,3.41800808906555,2.94835257530212,3.91476845741272,2.40677738189697,6.05165767669678,1.74392664432526,159412002,19662500,12167500,-19537500,198795008,40530000,56567500,17422500,6677500,-5235000,61797500,22762500,1404.80004882812,830.5,540.900024414062,11,2.09999990463257,6.90000009536743,31.3999996185303,557.799987792969,14.1999998092651,-7.80000019073486,22,9.10000038146973,-2.5,9.10000038146973,-4.09999990463257,2101.19995117188,211,139,13.8999996185303,624.599975585938,453,624.599975585938,524.900024414062,257.399993896484,0.522028028964996,0.0451766848564148,2027.95068359375,0.826815068721771,0.0610989071428776,0.313327372074127,4.45181608200073,0.028350830078125,0.107922025024891,1.01953125,0.64971923828125,0.7896728515625,0,0.453279972076416,0,0,0,0,1,0,0,71214.375,149,149
"53",2.35297751426697,2.99706935882568,3.37506771087646,3.05311322212219,3.7663905620575,2.45255970954895,6.10259294509888,1.66186583042145,30940000,2847500,10470000,-158364992,184204992,35732500,5.8e+07,16112500,8767500,-8275000,66275000,23075000,1456.40002441406,869.5,571.400024414062,12,2.29999995231628,6.90000009536743,31.3999996185303,558.799987792969,14.5,-7.59999990463257,22.1000003814697,9.30000019073486,-2.20000004768372,9.30000019073486,-3.90000009536743,2066.30004882812,208,137.800003051758,13.8999996185303,615.5,445.299987792969,615.5,512.900024414062,267.5,0.993231892585754,0.0982848629355431,1964.13500976562,0.113483533263206,0.0111833298578858,0.193359375,5.67864322662354,-0.00126266479492188,0.0694478377699852,0,0,0,0,0,0,0,0,0,0,0,0.300000011920929,73550.6796875,160,160
"54",2.26867723464966,3.08722496032715,3.49062919616699,3.01883029937744,3.7254011631012,2.5052056312561,5.99399471282959,1.75481271743774,55416001,8795000,9685000,-60517500,110530000,21917500,51147500,14090000,5255000,-7772500,58917500,20780000,1489.40002441406,894.599975585938,591,12,2.5,7,31.6000003814697,559.700012207031,14.6999998092651,-7.5,22.2000007629395,9.5,-2.09999990463257,9.5,-3.79999995231628,2051.60009765625,206.5,137,13.8999996185303,610.799987792969,442.5,610.799987792969,509.100006103516,269.5,-0.969469904899597,-0.0377989895641804,1958.392578125,0.0460668839514256,0.00281533738598228,0.0977918803691864,2.23683452606201,0.00438690185546875,0.0291714146733284,0.1146240234375,0.028656005859375,0,0,0.05731201171875,0,0,0,0,0,0,0,77814.3203125,163,163
"56",2.21866130828857,3.26682090759277,3.47474145889282,2.93476438522339,3.77715659141541,2.61070656776428,6.05895948410034,1.845090508461,28742000,7722500,11525000,-50557500,71547504,16252500,54442500,15175000,5367500,-6595000,61035000,21172500,1508.30004882812,909,602.299987792969,11,2.59999990463257,7,31.7000007629395,559.5,14.8000001907349,-7.40000009536743,22.2000007629395,9.60000038146973,-2,9.60000038146973,-3.70000004768372,2025.90002441406,203.899993896484,135.5,13.8000001907349,602.900024414062,437.399993896484,602.900024414062,502.200012207031,250.399993896484,0.284617841243744,0.151620149612427,1991.29248046875,0.609863638877869,0.177725419402122,1.28000211715698,15.7182426452637,0.159374237060547,0.352362751960754,0,0,0,0,0,0,0,0,0,0,0,0,71308.2421875,159,159
"58",2.22634673118591,3.06585454940796,3.45271301269531,2.98346304893494,3.68746399879456,2.52610325813293,6.06016159057617,1.7137348651886,90945996,12775000,12212500,-11770000,104692496,22205000,61840000,19970000,8237500,-5645000,67482496,22582500,1504.59997558594,906.299987792969,600.200012207031,13,2.59999990463257,7,31.7000007629395,559.900024414062,14.8000001907349,-7.40000009536743,22.2000007629395,9.60000038146973,-2,9.60000038146973,-3.70000004768372,2016.19995117188,202.699996948242,134.600006103516,13.8000001907349,599,435.799987792969,599,501.100006103516,285.600006103516,0.295483857393265,0.138531893491745,2001.98999023438,-0.952270746231079,-0.44388410449028,1.48223197460175,27.8010787963867,-0.0290718078613281,0.422088623046875,0.7662353515625,0.28692626953125,0.19073486328125,0,0.366664707660675,0,0,0,0,0,0,0,85354.46875,142,140
"59",2.42846703529358,3.13814330101013,3.34218287467957,3.0185968875885,3.84288477897644,2.52617478370667,6.31864166259766,1.77302861213684,48863999,3150000,14412500,-313987488,369397504,69422500,52295000,18842500,10870000,-5297500,57592500,20902500,1525.40002441406,922.200012207031,612.700012207031,13,2.59999990463257,7,31.7000007629395,560.099975585938,14.8999996185303,-7.40000009536743,22.2999992370605,9.69999980926514,-1.89999997615814,9.69999980926514,-3.59999990463257,2038.5,204.699996948242,135.5,13.8000001907349,605.200012207031,440.5,605.200012207031,508.200012207031,281.899993896484,0.219859406352043,0.0131119666621089,1956.482421875,-0.974193930625916,-0.0592809952795506,0.22115071117878,3.48619556427002,0.0065460205078125,0.0708482563495636,0,0,0,0,0,0,0,0,0,0.860000014305115,0,0,80175.4375,144,144
"60",2.34949922561646,3.13173484802246,3.40110611915588,3.00157785415649,3.82249331474304,2.60258436203003,6.05057144165039,1.69229590892792,80087998,16170000,15410000,955000,93895000,18440000,61862500,2.3e+07,21065000,-6337500,68200000,24232500,1474,882.700012207031,581.599975585938,12,2.40000009536743,6.90000009536743,31.5,558.599975585938,14.5,-7.5,22.1000003814697,9.39999961853027,-2.09999990463257,9.39999961853027,-3.79999995231628,2082.80004882812,208.699996948242,137.199996948242,13.8000001907349,617.299987792969,450,617.299987792969,522.799987792969,272.5,-0.638930439949036,-0.0612231306731701,1912.67504882812,0.725047826766968,0.0717568695545197,0.281073689460754,5.59945917129517,-0.0381050109863281,0.0863783061504364,0.0296630859375,0.007415771484375,0,0,0.01483154296875,0,0,0,0,0,0,0,70640.0390625,145,145
"62",2.63366413116455,2.77777242660522,3.13325095176697,3.22519588470459,3.47786402702332,2.48985719680786,6.52072477340698,1.6903440952301,46443999,12352500,12440000,-32675000,84380000,16062500,84840000,31525000,28272500,-3342500,88180000,28607500,2089.89990234375,1372.09997558594,982.5,18,4.80000019073486,7.69999980926514,32.7000007629395,588.099975585938,17.8999996185303,-5.69999980926514,23.5,12.1999998092651,0.200000002980232,12.1999998092651,-1.89999997615814,1612.80004882812,166.300003051758,112.5,14.1000003814697,485.899993896484,354.299987792969,485.899993896484,370.600006103516,311,0.996995747089386,0.538503408432007,1697.044921875,-0.0454696454107761,-0.0244706384837627,1.44778108596802,32.6988639831543,-0.0162620544433594,0.505550801753998,0,0,0,0,0,0,0,0,0,0,0,0,68990.6328125,100,95
"63",2.04549145698547,3.173748254776,3.39192843437195,3.0096607208252,3.4705810546875,2.87089943885803,6.19897747039795,1.84093165397644,56153999,7482500,4985000,-78252496,141484992,25777500,61392500,13495000,5950000,-14105000,75497504,22800000,2084.89990234375,1367,978,17,4.80000019073486,7.69999980926514,32.9000015258789,583.299987792969,17.7999992370605,-5.69999980926514,23.5,12.1000003814697,0.200000002980232,12.1000003814697,-1.89999997615814,1748.59997558594,180.100006103516,123.400001525879,13.8999996185303,525.599975585938,383.600006103516,525.599975585938,406.600006103516,310.899993896484,0.989742457866669,0.199528276920319,1482.44006347656,0.129698812961578,0.0257095247507095,0.401095926761627,11.6264553070068,0.00690078735351562,0.130686447024345,0.236328125,0.0802001953125,0.042236328125,0,0.107382193207741,0,0,0,0,0,0,0,64077.46875,121,118
"64",2.16616606712341,2.99315476417542,3.41135382652283,3.06608819961548,3.63951563835144,2.66237759590149,6.14352464675903,1.78390443325043,391466016,28177500,13177500,-22402500,505790016,94917500,66427500,22240000,16547500,-7367500,73790000,25550000,1750.40002441406,1098.19995117188,754.400024414062,15,3.59999990463257,7.30000019073486,32.2000007629395,572.200012207031,16.2000007629395,-6.69999980926514,22.8999996185303,10.6999998092651,-1,10.6999998092651,-2.90000009536743,1829.59997558594,188.100006103516,130.399993896484,13.6999998092651,548.200012207031,401.5,548.200012207031,429.799987792969,292,0.956824898719788,0.369714260101318,1822.81005859375,0.2821004986763,0.109181210398674,1.034423828125,22.7355690002441,0.01812744140625,0.329159200191498,0.5765380859375,0.30975341796875,0.31903076171875,0.0244140625,0.239414304494858,0,0,0,0,0,0,0,66779.359375,132,130
"65",2.13142728805542,3.12224817276001,3.40881061553955,2.98232483863831,3.60162091255188,2.68301844596863,6.16077995300293,1.78925681114197,125612002,16312500,12040000,-19015000,170202496,34835000,76897504,19315000,7272500,-6187500,83085000,25942500,1699.90002441406,1057.80004882812,721.400024414062,13,3.29999995231628,7.19999980926514,32,567.400024414062,15.8000001907349,-6.80000019073486,22.6000003814697,10.5,-1.20000004768372,10.5,-3.09999990463257,1913.90002441406,196.199996948242,137.399993896484,13.5,572,420,572,453.100006103516,272,0.999386191368103,0.513139128684998,1947.07250976562,-0.0148062920197845,-0.00772915780544281,1.27332901954651,30.9011764526367,-0.0346908569335938,0.456814229488373,0,0,0,0,0,0,0,0,0,0,0,0,68371.625,134,131
"66",3.03348898887634,3.02191567420959,2.78060150146484,2.98792672157288,3.94112420082092,2.38445806503296,6.57160377502441,1.56987047195435,27406001,-1232500,5232500,-88055000,116312496,28170000,13470000,2822500,605000,-5377500,18845000,5455000,1619.09997558594,994.599975585938,670.599975585938,12,3,7,31.6000003814697,564.200012207031,15.3000001907349,-7,22.3999996185303,10.1000003814697,-1.5,10.1000003814697,-3.29999995231628,1934.19995117188,198.300003051758,139.100006103516,13.5,577.599975585938,424.200012207031,577.599975585938,458.799987792969,251.399993896484,0.853098511695862,0.367339313030243,2106.26953125,0.521722137928009,0.22463047504425,1.30612516403198,25.5047836303711,-0.00370025634765625,0.364251017570496,0,0,0,0,0,0,0,0,0,1,0,0,62268.62890625,163,153
